from,to,demand
7,109,390
7,110,795
7,111,315
7,112,565
7,113,175
7,114,400
7,115,45
7,116,30
7,117,395
7,118,240
7,119,55
7,120,565
7,121,255
7,122,630
7,123,145
7,124,20
7,125,625
7,126,335
7,127,385
8,1,665
8,2,120
8,3,165
8,4,640
8,5,520
8,6,375
8,7,90
8,9,200
8,10,300
8,11,675
8,12,705
8,13,195
8,14,560
8,15,215
8,16,355
8,17,80
8,18,240
8,19,775
8,20,335
8,21,740
8,22,505
8,23,565
8,24,445
8,25,310
8,26,365
8,27,730
8,28,545
8,29,95
8,30,300
8,31,680
8,32,220
8,33,355
8,34,255
8,35,105
8,36,515
8,37,560
8,38,745
8,39,625
8,40,260
8,41,490
8,42,115
8,43,5
8,44,340
8,45,720
8,46,125
8,47,250
8,48,770
8,49,775
8,50,685
8,51,715
8,52,275
8,53,700
8,54,220
8,55,635
8,56,450
8,57,50
8,58,490
8,59,610
8,60,770
8,61,60
8,62,175
8,63,600
8,64,540
8,65,455
8,66,120
8,67,780
8,68,795
8,69,245
8,70,45
8,71,770
8,72,345
8,73,175
8,74,250
8,75,750
8,76,780
8,77,75
8,78,775
8,79,490
8,80,645
8,81,755
8,82,65
8,83,765
8,84,195
8,85,175
8,86,90
8,87,435
8,88,205
8,89,670
8,90,80
8,91,635
8,92,450
8,93,5
8,94,430
8,95,170
8,96,470
8,97,370
8,98,555
8,99,200
8,100,750
8,101,550
8,102,745
8,103,335
8,104,655
8,105,355
8,106,610
8,107,10
8,108,800
8,109,65
8,110,140
8,111,415
8,112,625
8,113,290
8,114,235
8,115,125
8,116,725
8,117,220
8,118,275
8,119,40
8,120,165
8,121,420
8,122,190
8,123,475
8,124,655
8,125,310
8,126,630
8,127,575
9,1,150
9,2,495
9,3,475
9,4,780
9,5,360
9,6,35
9,7,470
9,8,200
9,10,800
9,11,20
9,12,530
9,13,430
9,14,770
9,15,560
9,16,375
9,17,240
9,18,340
9,19,320
9,20,85
9,21,385
9,22,625
9,23,380
9,24,260
9,25,310
9,26,570
9,27,720
9,28,605
9,29,110
9,30,95
9,31,80
9,32,220
9,33,40
9,34,135
9,35,780
9,36,145
9,37,370
9,38,580
9,39,395
9,40,450
9,41,605
9,42,775
9,43,315
9,44,525
9,45,45
9,46,715
9,47,715
9,48,795
9,49,310
9,50,275
9,51,570
9,52,495
9,53,685
9,54,755
9,55,790
9,56,725
9,57,30
9,58,70
9,59,290
9,60,90
9,61,320
9,62,595
9,63,700
9,64,265
9,65,725
9,66,520
9,67,335
9,68,665
9,69,795
9,70,305
9,71,390
9,72,495
9,73,330
9,74,500
9,75,490
9,76,645
9,77,475
9,78,220
9,79,375
9,80,350
9,81,290
9,82,730
9,83,280
9,84,435
9,85,165
9,86,400
9,87,135
9,88,420
9,89,575
9,90,240
9,91,475
9,92,680
9,93,725
9,94,625
9,95,175
9,96,510
9,97,575
9,98,5
9,99,485
9,100,755
9,101,70
9,102,185
9,103,740
9,104,165
9,105,245
9,106,545
9,107,175
9,108,370
9,109,415
9,110,345
9,111,395
9,112,155
9,113,85
9,114,755
9,115,105
9,116,270
9,117,645
9,118,115
9,119,440
9,120,700
9,121,755
9,122,370
9,123,215
9,124,150
9,125,560
9,126,100
9,127,125
10,1,685
10,2,640
10,3,10
10,4,595
10,5,755
10,6,440
10,7,710
10,8,300
10,9,800
10,11,565
10,12,325
10,13,200
10,14,240
10,15,430
10,16,135
10,17,20
10,18,5
10,19,405
10,20,735
10,21,760
10,22,275
10,23,435
10,24,280
10,25,405
10,26,75
10,27,225
10,28,305
10,29,630
10,30,120
10,31,315
10,32,745
10,33,200
10,34,590
10,35,250
10,36,380
10,37,530
10,38,550
10,39,350
10,40,20
10,41,330
10,42,675
10,43,735
10,44,465
10,45,675
10,46,290
10,47,685
10,48,715
10,49,505
10,50,320
10,51,205
10,52,800
10,53,510
10,54,605
10,55,705
10,56,375
10,57,220
10,58,380
10,59,25
10,60,185
10,61,435
10,62,320
10,63,605
10,64,670
10,65,450
10,66,455
10,67,480
10,68,455
10,69,385
10,70,275
10,71,650
10,72,640
10,73,230
10,74,170
10,75,205
10,76,175
10,77,445
10,78,425
10,79,245
10,80,670
10,81,65
10,82,325
10,83,725
10,84,700
10,85,185
10,86,190
10,87,750
10,88,525
10,89,225
10,90,95
10,91,570
10,92,465
10,93,105
10,94,135
10,95,580
10,96,25
10,97,215
10,98,770
10,99,20
10,100,640
10,101,630
10,102,80
10,103,575
10,104,40
10,105,50
10,106,635
10,107,625
10,108,790
10,109,760
10,110,590
10,111,770
10,112,105
10,113,535
10,114,305
10,115,435
10,116,750
10,117,720
10,118,180
10,119,75
10,120,175
10,121,545
10,122,350
10,123,390
10,124,580
10,125,255
10,126,670
10,127,660
11,1,240
11,2,660
11,3,220
11,4,225
11,5,785
11,6,775
11,7,720
11,8,675
11,9,20
11,10,565
11,12,245
11,13,655
11,14,25
11,15,670
11,16,395
11,17,85
11,18,465
11,19,125
11,20,740
11,21,585
11,22,120
11,23,170
11,24,395
11,25,235
11,26,535
11,27,85
11,28,620
11,29,240
11,30,130
11,31,210
11,32,780
11,33,165
11,34,725
11,35,130
11,36,380
11,37,750
11,38,110
11,39,630
11,40,535
11,41,585
11,42,145
11,43,295
11,44,570
11,45,335
11,46,200
11,47,710
11,48,560
11,49,545
11,50,25
11,51,520
11,52,50
11,53,595
11,54,790
11,55,565
11,56,600
11,57,465
11,58,760
11,59,80
11,60,735
11,61,395
11,62,270
11,63,690
11,64,25
11,65,175
11,66,390
11,67,720
11,68,580
11,69,700
11,70,330
11,71,80
11,72,25
11,73,415
11,74,405
11,75,630
11,76,655
11,77,585
11,78,620
11,79,270
11,80,475
11,81,645
11,82,130
11,83,480
11,84,760
11,85,350
11,86,210
11,87,750
11,88,145
11,89,795
11,90,580
11,91,425
11,92,225
11,93,105
11,94,110
11,95,600
11,96,275
11,97,300
11,98,330
11,99,670
11,100,500
11,101,140
11,102,75
11,103,200
11,104,75
11,105,145
11,106,150
11,107,240
11,108,505
11,109,615
11,110,415
11,111,550
11,112,250
11,113,235
11,114,310
11,115,250
11,116,330
11,117,365
11,118,190
11,119,735
11,120,660
11,121,765
11,122,665
11,123,190
11,124,485
11,125,435
11,126,625
11,127,705
12,1,25
12,2,295
12,3,530
12,4,575
12,5,395
12,6,150
12,7,430
12,8,705
12,9,530
12,10,325
12,11,245
12,13,295
12,14,655
12,15,570
12,16,560
12,17,190
12,18,110
12,19,240
12,20,105
12,21,310
12,22,775
12,23,185
12,24,230
12,25,585
12,26,120
12,27,680
12,28,615
12,29,650
12,30,720
12,31,710
12,32,15
12,33,445
12,34,625
12,35,65
12,36,195
12,37,365
12,38,375
12,39,715
12,40,220
12,41,100
12,42,190
12,43,210
12,44,65
12,45,540
12,46,420
12,47,550
12,48,395
12,49,230
12,50,420
12,51,740
12,52,605
12,53,400
12,54,715
12,55,735
12,56,365
12,57,265
12,58,270
12,59,210
12,60,190
12,61,290
12,62,230
12,63,790
12,64,395
12,65,555
12,66,125
12,67,355
12,68,130
12,69,325
12,70,480
12,71,680
12,72,730
12,73,120
12,74,450
12,75,315
12,76,245
12,77,600
12,78,785
12,79,290
12,80,405
12,81,640
12,82,555
12,83,210
12,84,505
12,85,230
12,86,105
12,87,610
12,88,515
12,89,415
12,90,560
12,91,355
12,92,145
12,93,765
12,94,20
12,95,460
12,96,800
12,97,135
12,98,405
12,99,330
12,100,755
12,101,395
12,102,565
12,103,295
12,104,280
12,105,750
12,106,580
12,107,665
12,108,395
12,109,455
12,110,585
12,111,535
12,112,200
12,113,245
12,114,385
12,115,770
12,116,520
12,117,545
12,118,755
12,119,800
12,120,335
12,121,615
12,122,360
12,123,540
12,124,80
12,125,550
12,126,230
12,127,190
13,1,300
13,2,650
13,3,165
13,4,80
13,5,355
13,6,35
13,7,605
13,8,195
13,9,430
13,10,200
13,11,655
13,12,295
13,14,210
13,15,780
13,16,630
13,17,565
13,18,790
13,19,555
13,20,165
13,21,415
13,22,380
13,23,380
13,24,760
13,25,475
13,26,130
13,27,775
13,28,485
13,29,625
13,30,470
13,31,555
13,32,665
13,33,180
13,34,205
13,35,475
13,36,135
13,37,535
13,38,590
13,39,115
13,40,340
13,41,175
13,42,230
13,43,550
13,44,615
13,45,285
13,46,480
13,47,140
13,48,200
13,49,45
13,50,135
13,51,640
13,52,50
13,53,80
13,54,350
13,55,10
13,56,140
13,57,790
13,58,435
13,59,735
13,60,780
13,61,100
13,62,5
13,63,15
13,64,780
13,65,290
13,66,360
13,67,350
13,68,165
13,69,380
13,70,555
13,71,360
13,72,335
13,73,185
13,74,690
13,75,755
13,76,255
13,77,780
13,78,715
13,79,660
13,80,520
13,81,670
13,82,40
13,83,475
13,84,795
13,85,210
13,86,85
13,87,195
13,88,260
13,89,450
13,90,240
13,91,570
13,92,350
13,93,680
13,94,200
13,95,660
13,96,665
13,97,205
13,98,590
13,99,535
13,100,630
13,101,605
13,102,800
13,103,620
13,104,705
13,105,285
13,106,650
13,107,780
13,108,190
13,109,340
13,110,800
13,111,490
13,112,15
13,113,770
13,114,45
13,115,775
13,116,335
13,117,685
13,118,710
13,119,390
13,120,75
13,121,395
13,122,505
13,123,485
13,124,465
13,125,540
13,126,315
13,127,35
14,1,310
14,2,50
14,3,550
14,4,735
14,5,640
14,6,360
14,7,335
14,8,560
14,9,770
14,10,240
14,11,25
14,12,655
14,13,210
14,15,75
14,16,795
14,17,215
14,18,35
14,19,595
14,20,285
14,21,615
14,22,630
14,23,25
14,24,645
14,25,735
14,26,765
14,27,750
14,28,710
14,29,670
14,30,730
14,31,455
14,32,705
14,33,170
14,34,630
14,35,340
14,36,505
14,37,800
14,38,115
14,39,300
14,40,15
14,41,415
14,42,495
14,43,120
14,44,90
14,45,770
14,46,725
14,47,645
14,48,75
14,49,25
14,50,670
14,51,120
14,52,745
14,53,750
14,54,90
14,55,705
14,56,330
14,57,115
14,58,640
14,59,110
14,60,395
14,61,610
14,62,770
14,63,755
14,64,260
14,65,740
14,66,505
14,67,520
14,68,490
14,69,40
14,70,545
14,71,775
14,72,740
14,73,335
14,74,260
14,75,100
14,76,600
14,77,255
14,78,25
14,79,585
14,80,550
14,81,415
14,82,650
14,83,720
14,84,795
14,85,325
14,86,195
14,87,110
14,88,350
14,89,675
14,90,550
14,91,245
14,92,300
14,93,145
14,94,290
14,95,205
14,96,310
14,97,160
14,98,360
14,99,70
14,100,210
14,101,380
14,102,350
14,103,20
14,104,130
14,105,530
14,106,470
14,107,145
14,108,280
14,109,505
14,110,410
14,111,675
14,112,85
14,113,770
14,114,125
14,115,590
14,116,795
14,117,380
14,118,375
14,119,490
14,120,770
14,121,230
14,122,750
14,123,205
14,124,630
14,125,250
14,126,220
14,127,120
15,1,690
15,2,75
15,3,90
15,4,630
15,5,100
15,6,320
15,7,20
15,8,215
15,9,560
15,10,430
15,11,670
15,12,570
15,13,780
15,14,75
15,16,790
15,17,55
15,18,600
15,19,245
15,20,550
15,21,520
15,22,95
15,23,350
15,24,225
15,25,105
15,26,440
15,27,265
15,28,55
15,29,75
15,30,330
15,31,590
15,32,680
15,33,330
15,34,560
15,35,350
15,36,175
15,37,580
15,38,330
15,39,735
15,40,520
15,41,310
15,42,285
15,43,135
15,44,465
15,45,555
15,46,490
15,47,760
15,48,610
15,49,170
15,50,495
15,51,565
15,52,685
15,53,395
15,54,690
15,55,550
15,56,100
15,57,755
15,58,10
15,59,135
15,60,510
15,61,165
15,62,550
15,63,445
15,64,630
15,65,220
15,66,200
15,67,750
15,68,120
15,69,180
15,70,460
15,71,540
15,72,230
15,73,420
15,74,180
15,75,455
15,76,295
15,77,395
15,78,355
15,79,750
15,80,760
15,81,680
15,82,85
15,83,665
15,84,235
15,85,425
15,86,85
15,87,365
15,88,245
15,89,495
15,90,290
15,91,490
15,92,685
15,93,685
15,94,440
15,95,515
15,96,255
15,97,65
15,98,10
15,99,510
15,100,385
15,101,40
15,102,445
15,103,275
15,104,20
15,105,520
15,106,440
15,107,335
15,108,645
15,109,130
15,110,605
15,111,390
15,112,340
15,113,545
15,114,800
15,115,790
15,116,800
15,117,420
15,118,535
15,119,650
15,120,185
15,121,540
15,122,415
15,123,195
15,124,355
15,125,500
15,126,535
15,127,525
16,1,740
16,2,645
16,3,360
16,4,125
16,5,665
16,6,780
16,7,165
16,8,355
16,9,375
16,10,135
16,11,395
16,12,560
16,13,630
16,14,795
16,15,790
16,17,740
16,18,490
16,19,50
16,20,335
16,21,380
16,22,230
16,23,220
16,24,470
16,25,430
16,26,290
16,27,440
16,28,75
16,29,230
16,30,395
16,31,450
16,32,340
16,33,410
16,34,320
16,35,120
16,36,710
16,37,285
16,38,470
16,39,475
16,40,505
16,41,485
16,42,570
16,43,580
16,44,330
16,45,150
16,46,20
16,47,325
16,48,695
16,49,700
16,50,645
16,51,440
16,52,555
16,53,545
16,54,650
16,55,105
16,56,140
16,57,565
16,58,285
16,59,505
16,60,665
16,61,210
16,62,695
16,63,765
16,64,365
16,65,265
16,66,130
16,67,650
16,68,650
16,69,555
16,70,180
16,71,270
16,72,45
16,73,135
16,74,315
16,75,715
16,76,535
16,77,265
16,78,660
16,79,195
16,80,730
16,81,235
16,82,500
16,83,650
16,84,30
16,85,705
16,86,795
16,87,520
16,88,305
16,89,590
16,90,740
16,91,400
16,92,145
16,93,380
16,94,60
16,95,735
16,96,410
16,97,205
16,98,325
16,99,770
16,100,530
16,101,620
16,102,95
16,103,215
16,104,650
16,105,610
16,106,340
16,107,555
16,108,555
16,109,150
16,110,10
16,111,25
16,112,85
16,113,675
16,114,85
16,115,260
16,116,585
16,117,295
16,118,410
16,119,210
16,120,465
16,121,375
16,122,585
16,123,85
16,124,785
16,125,335
16,126,640
16,127,345
17,1,210
17,2,440
17,3,105
17,4,340
17,5,600
17,6,540
17,7,185
17,8,80
17,9,240
17,10,20
17,11,85
17,12,190
17,13,565
17,14,215
17,15,55
17,16,740
17,18,650
17,19,390
17,20,435
17,21,10
17,22,485
17,23,185
17,24,555
17,25,415
17,26,160
17,27,675
17,28,80
17,29,220
17,30,360
17,31,460
17,32,90
17,33,90
17,34,15
17,35,345
17,36,245
17,37,220
17,38,525
17,39,615
17,40,730
17,41,385
17,42,700
17,43,70
17,44,540
17,45,595
17,46,310
17,47,530
17,48,20
17,49,480
17,50,270
17,51,95
17,52,535
17,53,435
17,54,145
17,55,320
17,56,395
17,57,355
17,58,510
17,59,125
17,60,745
17,61,700
17,62,215
17,63,410
17,64,395
17,65,35
17,66,325
17,67,305
17,68,135
17,69,680
17,70,525
17,71,420
17,72,580
17,73,65
17,74,745
17,75,30
17,76,185
17,77,400
17,78,115
17,79,205
17,80,730
17,81,435
17,82,690
17,83,420
17,84,680
17,85,195
17,86,95
17,87,520
17,88,90
17,89,230
17,90,80
17,91,230
17,92,730
17,93,415
17,94,215
17,95,275
17,96,395
17,97,635
17,98,210
17,99,495
17,100,800
17,101,15
17,102,370
17,103,420
17,104,705
17,105,125
17,106,150
17,107,745
17,108,630
17,109,130
17,110,750
17,111,55
17,112,305
17,113,555
17,114,25
17,115,710
17,116,735
17,117,355
17,118,185
17,119,490
17,120,745
17,121,510
17,122,45
17,123,795
17,124,240
17,125,195
17,126,310
17,127,210
18,1,465
18,2,720
18,3,420
18,4,765
18,5,470
18,6,585
18,7,450
18,8,240
18,9,340
18,10,5
18,11,465
18,12,110
18,13,790
18,14,35
18,15,600
18,16,490
18,17,650
18,19,180
18,20,295
18,21,140
18,22,615
18,23,470
18,24,255
18,25,725
18,26,720
18,27,350
18,28,60
18,29,520
18,30,675
18,31,725
18,32,500
18,33,340
18,34,5
18,35,780
18,36,425
18,37,275
18,38,475
18,39,715
18,40,365
18,41,560
18,42,735
18,43,90
18,44,180
18,45,395
18,46,640
18,47,355
18,48,140
18,49,710
18,50,25
18,51,290
18,52,695
18,53,590
18,54,525
18,55,400
18,56,80
18,57,215
18,58,375
18,59,410
18,60,480
18,61,380
18,62,335
18,63,415
18,64,130
18,65,195
18,66,160
18,67,560
18,68,440
18,69,85
18,70,280
18,71,710
18,72,95
18,73,700
18,74,575
18,75,135
18,76,710
18,77,65
18,78,565
18,79,540
18,80,555
18,81,795
18,82,50
18,83,500
18,84,390
18,85,245
18,86,120
18,87,765
18,88,770
18,89,700
18,90,605
18,91,305
18,92,495
18,93,570
18,94,50
18,95,455
18,96,440
18,97,780
18,98,95
18,99,510
18,100,120
18,101,175
18,102,30
18,103,620
18,104,210
18,105,630
18,106,490
18,107,25
18,108,730
18,109,300
18,110,335
18,111,740
18,112,370
18,113,775
18,114,160
18,115,630
18,116,675
18,117,620
18,118,310
18,119,760
18,120,435
18,121,440
18,122,240
18,123,600
18,124,95
18,125,135
18,126,795
18,127,55
19,1,265
19,2,150
19,3,210
19,4,155
19,5,245
19,6,90
19,7,65
19,8,775
19,9,320
19,10,405
19,11,125
19,12,240
19,13,555
19,14,595
19,15,245
19,16,50
19,17,390
19,18,180
19,20,610
19,21,350
19,22,115
19,23,45
19,24,775
19,25,185
19,26,310
19,27,120
19,28,465
19,29,350
19,30,85
19,31,5
19,32,320
19,33,705
19,34,235
19,35,550
19,36,595
19,37,725
19,38,580
19,39,520
19,40,545
19,41,590
19,42,720
19,43,750
19,44,355
19,45,285
19,46,745
19,47,765
19,48,55
19,49,275
19,50,15
19,51,320
19,52,485
19,53,120
19,54,325
19,55,65
19,56,495
19,57,270
19,58,70
19,59,605
19,60,600
19,61,190
19,62,255
19,63,130
19,64,35
