from,to,demand
7,14,495
7,15,690
7,16,645
7,17,465
7,18,150
7,19,195
7,20,710
7,21,25
7,22,395
7,23,135
7,24,785
7,25,575
7,26,405
7,27,380
7,28,50
7,29,550
7,30,35
8,1,320
8,2,395
8,3,600
8,4,500
8,5,570
8,6,320
8,7,25
8,9,60
8,10,420
8,11,80
8,12,655
8,13,655
8,14,580
8,15,120
8,16,530
8,17,415
8,18,780
8,19,520
8,20,645
8,21,365
8,22,350
8,23,665
8,24,70
8,25,110
8,26,140
8,27,315
8,28,670
8,29,645
8,30,50
9,1,210
9,2,275
9,3,155
9,4,470
9,5,180
9,6,295
9,7,600
9,8,60
9,10,320
9,11,425
9,12,335
9,13,530
9,14,505
9,15,235
9,16,350
9,17,15
9,18,790
9,19,135
9,20,85
9,21,300
9,22,160
9,23,395
9,24,275
9,25,765
9,26,740
9,27,45
9,28,595
9,29,220
9,30,340
10,1,645
10,2,725
10,3,550
10,4,170
10,5,95
10,6,795
10,7,405
10,8,420
10,9,320
10,11,440
10,12,755
10,13,335
10,14,790
10,15,245
10,16,565
10,17,535
10,18,435
10,19,560
10,20,535
10,21,145
10,22,105
10,23,800
10,24,140
10,25,30
10,26,450
10,27,710
10,28,540
10,29,155
10,30,300
11,1,350
11,2,300
11,3,150
11,4,245
11,5,240
11,6,35
11,7,385
11,8,80
11,9,425
11,10,440
11,12,370
11,13,790
11,14,130
11,15,685
11,16,520
11,17,305
11,18,155
11,19,345
11,20,390
11,21,100
11,22,475
11,23,185
11,24,310
11,25,470
11,26,205
11,27,235
11,28,495
11,29,215
11,30,660
12,1,730
12,2,90
12,3,295
12,4,380
12,5,260
12,6,710
12,7,725
12,8,655
12,9,335
12,10,755
12,11,370
12,13,790
12,14,585
12,15,280
12,16,470
12,17,90
12,18,730
12,19,705
12,20,655
12,21,210
12,22,480
12,23,20
12,24,345
12,25,255
12,26,130
12,27,145
12,28,340
12,29,80
12,30,480
13,1,150
13,2,625
13,3,505
13,4,185
13,5,340
13,6,735
13,7,490
13,8,655
13,9,530
13,10,335
13,11,790
13,12,790
13,14,380
13,15,560
13,16,560
13,17,515
13,18,30
13,19,60
13,20,260
13,21,425
13,22,525
13,23,330
13,24,660
13,25,575
13,26,775
13,27,430
13,28,265
13,29,85
13,30,490
14,1,215
14,2,315
14,3,625
14,4,680
14,5,410
14,6,640
14,7,495
14,8,580
14,9,505
14,10,790
14,11,130
14,12,585
14,13,380
14,15,625
14,16,340
14,17,75
14,18,215
14,19,125
14,20,225
14,21,355
14,22,425
14,23,370
14,24,705
14,25,415
14,26,755
14,27,515
14,28,770
14,29,195
14,30,545
15,1,120
15,2,195
15,3,65
15,4,160
15,5,70
15,6,80
15,7,690
15,8,120
15,9,235
15,10,245
15,11,685
15,12,280
15,13,560
15,14,625
15,16,235
15,17,540
15,18,560
15,19,55
15,20,205
15,21,180
15,22,535
15,23,680
15,24,280
15,25,625
15,26,545
15,27,10
15,28,485
15,29,310
15,30,735
16,1,110
16,2,325
16,3,745
16,4,185
16,5,210
16,6,210
16,7,645
16,8,530
16,9,350
16,10,565
16,11,520
16,12,470
16,13,560
16,14,340
16,15,235
16,17,5
16,18,370
16,19,340
16,20,370
16,21,620
16,22,260
16,23,630
16,24,380
16,25,30
16,26,145
16,27,580
16,28,380
16,29,125
16,30,275
17,1,700
17,2,80
17,3,625
17,4,140
17,5,645
17,6,270
17,7,465
17,8,415
17,9,15
17,10,535
17,11,305
17,12,90
17,13,515
17,14,75
17,15,540
17,16,5
17,18,490
17,19,155
17,20,595
17,21,195
17,22,735
17,23,220
17,24,615
17,25,155
17,26,230
17,27,75
17,28,465
17,29,550
17,30,440
18,1,465
18,2,110
18,3,390
18,4,185
18,5,25
18,6,545
18,7,150
18,8,780
18,9,790
18,10,435
18,11,155
18,12,730
18,13,30
18,14,215
18,15,560
18,16,370
18,17,490
18,19,345
18,20,520
18,21,520
18,22,545
18,23,510
18,24,760
18,25,170
18,26,570
18,27,190
18,28,100
18,29,490
18,30,365
19,1,440
19,2,755
19,3,350
19,4,350
19,5,745
19,6,110
19,7,195
19,8,520
19,9,135
19,10,560
19,11,345
19,12,705
19,13,60
19,14,125
19,15,55
19,16,340
19,17,155
19,18,345
19,20,370
19,21,530
19,22,620
19,23,285
19,24,530
19,25,335
19,26,675
19,27,670
19,28,210
19,29,495
19,30,470
20,1,120
20,2,765
20,3,360
20,4,250
20,5,585
20,6,580
20,7,710
20,8,645
20,9,85
20,10,535
20,11,390
20,12,655
20,13,260
20,14,225
20,15,205
20,16,370
20,17,595
20,18,520
20,19,370
20,21,435
20,22,700
20,23,215
20,24,255
20,25,100
20,26,755
20,27,520
20,28,385
20,29,515
20,30,440
21,1,685
21,2,465
21,3,250
21,4,740
21,5,395
21,6,90
21,7,25
21,8,365
21,9,300
21,10,145
21,11,100
21,12,210
21,13,425
21,14,355
21,15,180
21,16,620
21,17,195
21,18,520
21,19,530
21,20,435
21,22,520
21,23,440
21,24,580
21,25,420
21,26,795
21,27,175
21,28,85
21,29,90
21,30,55
22,1,500
22,2,50
22,3,410
22,4,345
22,5,465
22,6,525
22,7,395
22,8,350
22,9,160
22,10,105
22,11,475
22,12,480
22,13,525
22,14,425
22,15,535
22,16,260
22,17,735
22,18,545
22,19,620
22,20,700
22,21,520
22,23,325
22,24,360
22,25,295
22,26,615
22,27,505
22,28,620
22,29,750
22,30,780
23,1,285
23,2,190
23,3,410
23,4,150
23,5,190
23,6,400
23,7,135
23,8,665
23,9,395
23,10,800
23,11,185
23,12,20
23,13,330
23,14,370
23,15,680
23,16,630
23,17,220
23,18,510
23,19,285
23,20,215
23,21,440
23,22,325
23,24,155
23,25,115
23,26,560
23,27,80
23,28,425
23,29,425
23,30,690
24,1,415
24,2,285
24,3,655
24,4,725
24,5,370
24,6,625
24,7,785
24,8,70
24,9,275
24,10,140
24,11,310
24,12,345
24,13,660
24,14,705
24,15,280
24,16,380
24,17,615
24,18,760
24,19,530
24,20,255
24,21,580
24,22,360
24,23,155
24,25,390
24,26,315
24,27,540
24,28,595
24,29,420
24,30,280
25,1,325
25,2,660
25,3,640
25,4,785
25,5,775
25,6,575
25,7,575
25,8,110
25,9,765
25,10,30
25,11,470
25,12,255
25,13,575
25,14,415
25,15,625
25,16,30
25,17,155
25,18,170
25,19,335
25,20,100
25,21,420
25,22,295
25,23,115
25,24,390
25,26,120
25,27,470
25,28,210
25,29,40
25,30,605
26,1,65
26,2,15
26,3,520
26,4,355
26,5,440
26,6,725
26,7,405
26,8,140
26,9,740
26,10,450
26,11,205
26,12,130
26,13,775
26,14,755
26,15,545
26,16,145
26,17,230
26,18,570
26,19,675
26,20,755
26,21,795
26,22,615
26,23,560
26,24,315
26,25,120
26,27,195
26,28,355
26,29,555
26,30,290
27,1,195
27,2,35
27,3,305
27,4,90
27,5,420
27,6,715
27,7,380
27,8,315
27,9,45
27,10,710
27,11,235
27,12,145
27,13,430
27,14,515
27,15,10
27,16,580
27,17,75
27,18,190
27,19,670
27,20,520
27,21,175
27,22,505
27,23,80
27,24,540
27,25,470
27,26,195
27,28,590
27,29,320
27,30,550
28,1,100
28,2,140
28,3,650
28,4,210
28,5,190
28,6,270
28,7,50
28,8,670
28,9,595
28,10,540
28,11,495
28,12,340
28,13,265
28,14,770
28,15,485
28,16,380
28,17,465
28,18,100
28,19,210
28,20,385
28,21,85
28,22,620
28,23,425
28,24,595
28,25,210
28,26,355
28,27,590
28,29,565
28,30,355
29,1,150
29,2,520
29,3,430
29,4,330
29,5,395
29,6,560
29,7,550
29,8,645
29,9,220
29,10,155
29,11,215
29,12,80
29,13,85
29,14,195
29,15,310
29,16,125
29,17,550
29,18,490
29,19,495
29,20,515
29,21,90
29,22,750
29,23,425
29,24,420
29,25,40
29,26,555
29,27,320
29,28,565
29,30,20
30,1,195
30,2,590
30,3,285
30,4,480
30,5,500
30,6,160
30,7,35
30,8,50
30,9,340
30,10,300
30,11,660
30,12,480
30,13,490
30,14,545
30,15,735
30,16,275
30,17,440
30,18,365
30,19,470
30,20,440
30,21,55
30,22,780
30,23,690
30,24,280
30,25,605
30,26,290
30,27,550
30,28,355
30,29,20
