from,to,demand
6,50,490
6,51,715
6,52,340
6,53,325
6,54,445
6,55,480
6,56,410
6,57,470
6,58,110
6,59,610
6,60,525
6,61,285
6,62,255
6,63,220
6,64,120
6,65,270
6,66,670
6,67,190
6,68,60
6,69,400
6,70,100
7,1,660
7,2,530
7,3,550
7,4,400
7,5,570
7,6,350
7,8,325
7,9,75
7,10,580
7,11,275
7,12,455
7,13,525
7,14,525
7,15,565
7,16,245
7,17,70
7,18,510
7,19,215
7,20,720
7,21,245
7,22,575
7,23,265
7,24,295
7,25,475
7,26,725
7,27,215
7,28,760
7,29,595
7,30,5
7,31,685
7,32,560
7,33,450
7,34,275
7,35,270
7,36,65
7,37,370
7,38,530
7,39,460
7,40,325
7,41,750
7,42,290
7,43,760
7,44,25
7,45,355
7,46,565
7,47,565
7,48,410
7,49,490
7,50,600
7,51,645
7,52,270
7,53,455
7,54,685
7,55,475
7,56,410
7,57,685
7,58,550
7,59,90
7,60,405
7,61,20
7,62,355
7,63,730
7,64,40
7,65,760
7,66,145
7,67,300
7,68,165
7,69,80
7,70,350
8,1,390
8,2,415
8,3,655
8,4,225
8,5,645
8,6,420
8,7,325
8,9,225
8,10,85
8,11,400
8,12,195
8,13,280
8,14,450
8,15,440
8,16,340
8,17,310
8,18,305
8,19,225
8,20,145
8,21,105
8,22,15
8,23,605
8,24,405
8,25,580
8,26,610
8,27,220
8,28,155
8,29,55
8,30,345
8,31,565
8,32,785
8,33,445
8,34,40
8,35,470
8,36,225
8,37,435
8,38,355
8,39,95
8,40,305
8,41,615
8,42,735
8,43,555
8,44,780
8,45,105
8,46,520
8,47,310
8,48,450
8,49,160
8,50,320
8,51,275
8,52,290
8,53,300
8,54,95
8,55,405
8,56,655
8,57,275
8,58,400
8,59,95
8,60,465
8,61,415
8,62,285
8,63,695
8,64,280
8,65,370
8,66,195
8,67,620
8,68,220
8,69,425
8,70,425
9,1,605
9,2,705
9,3,565
9,4,340
9,5,730
9,6,525
9,7,75
9,8,225
9,10,700
9,11,755
9,12,40
9,13,785
9,14,510
9,15,60
9,16,170
9,17,290
9,18,345
9,19,610
9,20,735
9,21,505
9,22,765
9,23,605
9,24,425
9,25,685
9,26,655
9,27,110
9,28,610
9,29,495
9,30,320
9,31,675
9,32,35
9,33,80
9,34,760
9,35,320
9,36,430
9,37,725
9,38,275
9,39,535
9,40,585
9,41,180
9,42,445
9,43,365
9,44,490
9,45,440
9,46,415
9,47,230
9,48,705
9,49,750
9,50,645
9,51,780
9,52,420
9,53,95
9,54,525
9,55,155
9,56,690
9,57,755
9,58,85
9,59,240
9,60,640
9,61,355
9,62,395
9,63,25
9,64,460
9,65,460
9,66,595
9,67,65
9,68,630
9,69,155
9,70,425
10,1,325
10,2,50
10,3,465
10,4,480
10,5,730
10,6,380
10,7,580
10,8,85
10,9,700
10,11,740
10,12,790
10,13,785
10,14,245
10,15,605
10,16,170
10,17,690
10,18,530
10,19,85
10,20,465
10,21,775
10,22,680
10,23,605
10,24,565
10,25,200
10,26,35
10,27,370
10,28,95
10,29,130
10,30,340
10,31,535
10,32,780
10,33,225
10,34,430
10,35,745
10,36,135
10,37,635
10,38,85
10,39,710
10,40,420
10,41,780
10,42,605
10,43,580
10,44,5
10,45,165
10,46,210
10,47,65
10,48,590
10,49,660
10,50,275
10,51,110
10,52,535
10,53,665
10,54,540
10,55,115
10,56,305
10,57,545
10,58,415
10,59,785
10,60,215
10,61,695
10,62,300
10,63,110
10,64,70
10,65,595
10,66,300
10,67,305
10,68,245
10,69,240
10,70,210
11,1,585
11,2,380
11,3,800
11,4,40
11,5,505
11,6,150
11,7,275
11,8,400
11,9,755
11,10,740
11,12,375
11,13,795
11,14,310
11,15,755
11,16,135
11,17,745
11,18,605
11,19,690
11,20,485
11,21,90
11,22,365
11,23,525
11,24,50
11,25,20
11,26,235
11,27,750
11,28,415
11,29,705
11,30,305
11,31,710
11,32,430
11,33,715
11,34,85
11,35,170
11,36,565
11,37,290
11,38,5
11,39,310
11,40,260
11,41,315
11,42,150
11,43,170
11,44,475
11,45,480
11,46,140
11,47,750
11,48,45
11,49,165
11,50,410
11,51,610
11,52,120
11,53,745
11,54,340
11,55,50
11,56,540
11,57,225
11,58,625
11,59,775
11,60,555
11,61,400
11,62,80
11,63,235
11,64,435
11,65,10
11,66,230
11,67,475
11,68,140
11,69,140
11,70,545
12,1,125
12,2,250
12,3,370
12,4,710
12,5,110
12,6,185
12,7,455
12,8,195
12,9,40
12,10,790
12,11,375
12,13,460
12,14,445
12,15,775
12,16,505
12,17,260
12,18,420
12,19,695
12,20,800
12,21,675
12,22,280
12,23,600
12,24,755
12,25,535
12,26,385
12,27,230
12,28,480
12,29,270
12,30,770
12,31,355
12,32,770
12,33,545
12,34,565
12,35,770
12,36,755
12,37,670
12,38,125
12,39,665
12,40,375
12,41,240
12,42,420
12,43,670
12,44,435
12,45,210
12,46,285
12,47,150
12,48,285
12,49,155
12,50,670
12,51,310
12,52,10
12,53,250
12,54,670
12,55,230
12,56,630
12,57,430
12,58,125
12,59,425
12,60,230
12,61,575
12,62,590
12,63,360
12,64,150
12,65,110
12,66,220
12,67,510
12,68,645
12,69,535
12,70,230
13,1,410
13,2,160
13,3,395
13,4,690
13,5,50
13,6,330
13,7,525
13,8,280
13,9,785
13,10,785
13,11,795
13,12,460
13,14,115
13,15,200
13,16,555
13,17,60
13,18,400
13,19,790
13,20,725
13,21,465
13,22,615
13,23,600
13,24,560
13,25,545
13,26,230
13,27,470
13,28,500
13,29,655
13,30,15
13,31,175
13,32,795
13,33,655
13,34,510
13,35,550
13,36,650
13,37,225
13,38,535
13,39,25
13,40,440
13,41,425
13,42,700
13,43,155
13,44,750
13,45,785
13,46,265
13,47,500
13,48,425
13,49,370
13,50,290
13,51,270
13,52,70
13,53,315
13,54,195
13,55,390
13,56,565
13,57,110
13,58,665
13,59,745
13,60,665
13,61,390
13,62,530
13,63,370
13,64,335
13,65,30
13,66,745
13,67,35
13,68,385
13,69,310
13,70,430
14,1,535
14,2,125
14,3,220
14,4,70
14,5,625
14,6,15
14,7,525
14,8,450
14,9,510
14,10,245
14,11,310
14,12,445
14,13,115
14,15,800
14,16,725
14,17,15
14,18,625
14,19,390
14,20,315
14,21,660
14,22,700
14,23,800
14,24,160
14,25,700
14,26,250
14,27,330
14,28,655
14,29,295
14,30,345
14,31,75
14,32,535
14,33,590
14,34,245
14,35,275
14,36,590
14,37,790
14,38,560
14,39,75
14,40,380
14,41,510
14,42,425
14,43,115
14,44,225
14,45,790
14,46,640
14,47,750
14,48,280
14,49,170
14,50,545
14,51,285
14,52,355
14,53,730
14,54,670
14,55,315
14,56,590
14,57,235
14,58,235
14,59,240
14,60,20
14,61,735
14,62,550
14,63,190
14,64,400
14,65,635
14,66,305
14,67,175
14,68,580
14,69,620
14,70,555
15,1,125
15,2,725
15,3,525
15,4,145
15,5,595
15,6,605
15,7,565
15,8,440
15,9,60
15,10,605
15,11,755
15,12,775
15,13,200
15,14,800
15,16,500
15,17,610
15,18,410
15,19,265
15,20,5
15,21,465
15,22,140
15,23,160
15,24,125
15,25,405
15,26,15
15,27,380
15,28,40
15,29,355
15,30,135
15,31,460
15,32,655
15,33,70
15,34,190
15,35,200
15,36,285
15,37,330
15,38,95
15,39,330
15,40,545
15,41,435
15,42,290
15,43,530
15,44,545
15,45,110
15,46,355
15,47,750
15,48,460
15,49,465
15,50,615
15,51,200
15,52,560
15,53,240
15,54,460
15,55,510
15,56,320
15,57,200
15,58,750
15,59,360
15,60,430
15,61,510
15,62,535
15,63,355
15,64,140
15,65,560
15,66,740
15,67,300
15,68,515
15,69,715
15,70,390
16,1,55
16,2,60
16,3,330
16,4,15
16,5,505
16,6,50
16,7,245
16,8,340
16,9,170
16,10,170
16,11,135
16,12,505
16,13,555
16,14,725
16,15,500
16,17,505
16,18,375
16,19,90
16,20,95
16,21,90
16,22,360
16,23,755
16,24,510
16,25,745
16,26,55
16,27,250
16,28,760
16,29,10
16,30,135
16,31,605
16,32,670
16,33,485
16,34,415
16,35,755
16,36,595
16,37,565
16,38,600
16,39,700
16,40,775
16,41,790
16,42,735
16,43,230
16,44,50
16,45,660
16,46,145
16,47,30
16,48,620
16,49,435
16,50,270
16,51,465
16,52,685
16,53,515
16,54,340
16,55,440
16,56,150
16,57,190
16,58,165
16,59,210
16,60,755
16,61,515
16,62,665
16,63,315
16,64,135
16,65,595
16,66,700
16,67,285
16,68,145
16,69,800
16,70,770
17,1,270
17,2,770
17,3,240
17,4,475
17,5,585
17,6,350
17,7,70
17,8,310
17,9,290
17,10,690
17,11,745
17,12,260
17,13,60
17,14,15
17,15,610
17,16,505
17,18,125
17,19,745
17,20,340
17,21,180
17,22,110
17,23,210
17,24,440
17,25,70
17,26,480
17,27,25
17,28,365
17,29,270
17,30,755
17,31,245
17,32,345
17,33,530
17,34,305
17,35,110
17,36,80
17,37,245
17,38,660
17,39,505
17,40,165
17,41,785
17,42,355
17,43,670
17,44,435
17,45,25
17,46,10
17,47,630
17,48,360
17,49,235
17,50,695
17,51,525
17,52,230
17,53,520
17,54,215
17,55,140
17,56,295
17,57,435
17,58,745
17,59,600
17,60,120
17,61,5
17,62,105
17,63,735
17,64,540
17,65,95
17,66,770
17,67,100
17,68,395
17,69,290
17,70,380
18,1,360
18,2,560
18,3,485
18,4,570
18,5,165
18,6,435
18,7,510
18,8,305
18,9,345
18,10,530
18,11,605
18,12,420
18,13,400
18,14,625
18,15,410
18,16,375
18,17,125
18,19,50
18,20,265
18,21,215
18,22,200
18,23,760
18,24,30
18,25,725
18,26,295
18,27,535
18,28,765
18,29,80
18,30,550
18,31,330
18,32,90
18,33,395
18,34,370
18,35,705
18,36,530
18,37,225
18,38,530
18,39,520
18,40,720
18,41,710
18,42,270
18,43,345
18,44,645
18,45,740
18,46,695
18,47,400
18,48,470
18,49,740
18,50,135
18,51,300
18,52,210
18,53,665
18,54,60
18,55,225
18,56,445
18,57,500
18,58,330
18,59,210
18,60,335
18,61,310
18,62,80
18,63,110
18,64,490
18,65,525
18,66,675
18,67,400
18,68,250
18,69,140
18,70,40
19,1,610
19,2,10
19,3,635
19,4,610
19,5,640
19,6,490
19,7,215
19,8,225
19,9,610
19,10,85
19,11,690
19,12,695
19,13,790
19,14,390
19,15,265
19,16,90
19,17,745
19,18,50
19,20,185
19,21,295
19,22,455
19,23,460
19,24,625
19,25,475
19,26,90
19,27,515
19,28,60
19,29,295
19,30,230
19,31,595
19,32,55
19,33,610
19,34,195
19,35,185
19,36,10
19,37,110
19,38,170
19,39,175
19,40,725
19,41,225
19,42,80
19,43,630
19,44,535
19,45,495
19,46,280
19,47,555
19,48,190
19,49,250
19,50,290
19,51,175
19,52,545
19,53,590
19,54,10
19,55,285
19,56,195
19,57,745
19,58,615
19,59,305
19,60,550
19,61,560
19,62,475
19,63,770
19,64,630
19,65,435
19,66,80
19,67,710
19,68,210
19,69,375
19,70,265
20,1,105
20,2,5
20,3,780
20,4,175
20,5,780
20,6,350
20,7,720
20,8,145
20,9,735
20,10,465
20,11,485
20,12,800
20,13,725
20,14,315
20,15,5
20,16,95
20,17,340
20,18,265
20,19,185
20,21,610
20,22,645
20,23,645
20,24,705
20,25,70
20,26,535
20,27,405
20,28,270
20,29,475
20,30,285
20,31,170
20,32,210
20,33,80
20,34,125
20,35,260
20,36,480
20,37,125
20,38,55
20,39,10
20,40,620
20,41,550
20,42,100
20,43,580
20,44,130
20,45,100
20,46,545
20,47,120
20,48,50
20,49,110
20,50,15
20,51,155
20,52,60
20,53,35
20,54,250
20,55,415
20,56,315
20,57,800
20,58,355
20,59,125
20,60,625
20,61,595
20,62,75
20,63,380
20,64,235
20,65,330
20,66,345
20,67,700
20,68,570
20,69,15
20,70,20
21,1,725
21,2,685
21,3,620
21,4,775
21,5,340
21,6,65
21,7,245
21,8,105
21,9,505
21,10,775
21,11,90
21,12,675
21,13,465
21,14,660
21,15,465
21,16,90
21,17,180
21,18,215
21,19,295
21,20,610
21,22,190
21,23,480
21,24,745
21,25,270
21,26,355
21,27,80
21,28,575
21,29,580
21,30,630
21,31,755
21,32,40
21,33,645
21,34,375
21,35,225
21,36,40
21,37,635
21,38,720
21,39,625
21,40,670
21,41,280
21,42,155
21,43,305
21,44,210
21,45,20
21,46,235
21,47,195
21,48,165
21,49,280
21,50,430
21,51,100
21,52,155
21,53,395
21,54,330
21,55,590
21,56,240
21,57,650
21,58,735
21,59,615
21,60,270
21,61,580
21,62,30
21,63,495
21,64,90
21,65,45
21,66,45
21,67,25
21,68,765
21,69,425
21,70,610
22,1,180
22,2,375
22,3,480
22,4,390
22,5,200
22,6,230
22,7,575
22,8,15
22,9,765
22,10,680
22,11,365
22,12,280
22,13,615
22,14,700
22,15,140
22,16,360
22,17,110
22,18,200
22,19,455
22,20,645
22,21,190
22,23,475
22,24,595
22,25,260
22,26,680
22,27,395
22,28,95
22,29,650
22,30,535
22,31,310
22,32,580
22,33,335
22,34,45
22,35,470
22,36,240
22,37,330
22,38,470
22,39,255
22,40,120
22,41,795
22,42,90
22,43,270
22,44,35
22,45,740
22,46,300
22,47,795
22,48,435
22,49,455
22,50,155
22,51,175
22,52,390
22,53,180
22,54,750
22,55,225
22,56,765
22,57,655
22,58,280
22,59,20
22,60,275
22,61,310
22,62,75
22,63,780
22,64,155
22,65,135
22,66,410
22,67,410
22,68,45
22,69,295
22,70,470
23,1,305
23,2,670
23,3,360
23,4,50
23,5,385
23,6,60
23,7,265
23,8,605
23,9,605
23,10,605
23,11,525
23,12,600
23,13,600
23,14,800
23,15,160
23,16,755
23,17,210
23,18,760
23,19,460
23,20,645
23,21,480
23,22,475
23,24,800
23,25,350
23,26,560
23,27,15
23,28,125
23,29,720
23,30,40
23,31,25
23,32,460
23,33,275
23,34,180
23,35,725
23,36,550
23,37,300
23,38,325
23,39,165
23,40,195
23,41,710
23,42,740
23,43,630
23,44,195
23,45,470
23,46,165
23,47,105
23,48,555
23,49,730
23,50,605
23,51,660
23,52,185
23,53,310
23,54,335
23,55,750
23,56,85
23,57,430
23,58,500
23,59,225
23,60,160
23,61,330
23,62,295
23,63,130
23,64,715
23,65,355
23,66,540
23,67,170
23,68,380
23,69,40
23,70,400
24,1,340
24,2,180
24,3,125
24,4,145
24,5,540
24,6,585
24,7,295
24,8,405
24,9,425
24,10,565
24,11,50
24,12,755
24,13,560
24,14,160
24,15,125
24,16,510
24,17,440
24,18,30
24,19,625
24,20,705
24,21,745
24,22,595
24,23,800
24,25,220
24,26,550
24,27,600
24,28,315
24,29,450
24,30,590
24,31,490
24,32,465
24,33,60
24,34,300
24,35,30
24,36,325
24,37,530
24,38,465
24,39,785
24,40,355
24,41,625
24,42,460
24,43,20
24,44,410
24,45,330
24,46,180
24,47,185
24,48,355
24,49,740
24,50,260
24,51,230
24,52,295
24,53,400
24,54,655
24,55,190
24,56,20
24,57,245
24,58,240
24,59,665
24,60,110
24,61,655
24,62,690
24,63,445
24,64,15
24,65,410
24,66,575
24,67,560
24,68,715
24,69,565
24,70,750
25,1,780
25,2,645
25,3,170
25,4,275
25,5,685
25,6,280
25,7,475
25,8,580
25,9,685
25,10,200
25,11,20
25,12,535
25,13,545
25,14,700
25,15,405
25,16,745
25,17,70
25,18,725
25,19,475
25,20,70
25,21,270
25,22,260
25,23,350
25,24,220
25,26,10
25,27,660
25,28,30
25,29,415
25,30,525
25,31,605
25,32,225
25,33,485
25,34,715
25,35,515
25,36,630
25,37,395
25,38,325
25,39,705
25,40,570
25,41,665
25,42,10
25,43,80
25,44,435
25,45,685
25,46,215
25,47,625
25,48,515
25,49,585
25,50,720
25,51,615
25,52,170
25,53,35
25,54,125
25,55,575
25,56,105
25,57,180
25,58,365
25,59,375
25,60,75
25,61,410
25,62,65
25,63,135
25,64,600
25,65,270
25,66,245
25,67,660
25,68,790
25,69,780
25,70,465
26,1,145
26,2,200
26,3,565
26,4,705
26,5,760
26,6,525
26,7,725
26,8,610
26,9,655
26,10,35
26,11,235
26,12,385
26,13,230
26,14,250
26,15,15
26,16,55
26,17,480
26,18,295
26,19,90
26,20,535
26,21,355
26,22,680
26,23,560
26,24,550
26,25,10
26,27,190
26,28,235
26,29,540
26,30,460
26,31,160
26,32,770
26,33,270
26,34,120
26,35,265
26,36,95
26,37,620
26,38,635
26,39,470
26,40,65
26,41,155
26,42,625
26,43,285
26,44,675
26,45,110
26,46,560
26,47,155
26,48,320
26,49,275
26,50,740
26,51,675
26,52,505
26,53,695
26,54,175
26,55,55
26,56,545
26,57,430
26,58,415
26,59,205
26,60,685
26,61,660
26,62,15
26,63,380
26,64,760
26,65,370
26,66,680
26,67,430
26,68,350
26,69,20
26,70,405
27,1,710
27,2,800
27,3,765
27,4,35
27,5,105
27,6,390
27,7,215
27,8,220
27,9,110
27,10,370
27,11,750
27,12,230
27,13,470
27,14,330
27,15,380
27,16,250
27,17,25
27,18,535
27,19,515
27,20,405
27,21,80
27,22,395
27,23,15
27,24,600
27,25,660
27,26,190
27,28,705
27,29,730
27,30,230
27,31,110
27,32,5
27,33,255
27,34,425
27,35,665
27,36,540
27,37,735
27,38,605
27,39,135
27,40,775
27,41,280
27,42,480
27,43,590
27,44,700
27,45,270
27,46,375
27,47,135
27,48,375
27,49,370
27,50,105
27,51,515
27,52,720
27,53,345
27,54,145
27,55,240
27,56,50
27,57,50
27,58,25
27,59,445
27,60,455
27,61,245
27,62,605
27,63,540
27,64,755
27,65,390
27,66,415
27,67,635
27,68,460
27,69,615
27,70,740
28,1,445
28,2,755
28,3,510
28,4,285
28,5,560
28,6,310
28,7,760
28,8,155
28,9,610
28,10,95
28,11,415
28,12,480
28,13,500
28,14,655
28,15,40
28,16,760
28,17,365
28,18,765
28,19,60
28,20,270
28,21,575
28,22,95
28,23,125
28,24,315
28,25,30
28,26,235
28,27,705
28,29,170
28,30,490
28,31,375
28,32,495
28,33,165
28,34,545
28,35,15
28,36,185
28,37,735
28,38,615
28,39,430
28,40,55
28,41,160
28,42,10
28,43,775
28,44,670
28,45,360
28,46,795
28,47,640
28,48,395
28,49,105
28,50,170
28,51,665
28,52,260
28,53,595
28,54,130
28,55,590
28,56,45
28,57,575
28,58,100
28,59,790
28,60,475
28,61,220
28,62,350
28,63,745
28,64,410
28,65,55
28,66,530
28,67,360
28,68,120
28,69,625
28,70,430
29,1,260
29,2,445
29,3,715
29,4,515
29,5,65
29,6,265
29,7,595
29,8,55
29,9,495
29,10,130
29,11,705
29,12,270
29,13,655
29,14,295
29,15,355
29,16,10
29,17,270
29,18,80
29,19,295
29,20,475
29,21,580
29,22,650
29,23,720
29,24,450
29,25,415
29,26,540
29,27,730
29,28,170
29,30,75
29,31,725
29,32,695
29,33,50
29,34,515
29,35,715
29,36,280
29,37,535
29,38,365
29,39,360
29,40,15
29,41,690
29,42,755
29,43,385
29,44,460
29,45,795
29,46,325
29,47,180
29,48,695
29,49,555
29,50,140
29,51,10
29,52,140
29,53,170
29,54,725
29,55,570
29,56,110
29,57,345
29,58,530
29,59,260
29,60,480
29,61,170
29,62,155
29,63,170
29,64,575
29,65,205
29,66,220
29,67,390
29,68,180
29,69,285
29,70,515
30,1,720
30,2,735
30,3,175
30,4,665
30,5,85
30,6,85
30,7,5
30,8,345
30,9,320
30,10,340
30,11,305
30,12,770
30,13,15
30,14,345
30,15,135
30,16,135
30,17,755
30,18,550
30,19,230
30,20,285
30,21,630
30,22,535
30,23,40
30,24,590
30,25,525
30,26,460
30,27,230
30,28,490
30,29,75
30,31,600
30,32,395
30,33,495
30,34,260
30,35,245
30,36,115
30,37,680
30,38,235
30,39,730
30,40,95
30,41,495
30,42,230
30,43,410
30,44,435
30,45,45
30,46,350
30,47,175
30,48,735
30,49,555
30,50,95
30,51,290
30,52,245
30,53,245
30,54,450
30,55,640
30,56,380
30,57,635
30,58,340
30,59,595
30,60,290
30,61,760
30,62,605
30,63,20
30,64,605
30,65,730
30,66,280
30,67,60
30,68,685
30,69,80
30,70,440
31,1,435
31,2,510
31,3,550
31,4,40
31,5,105
31,6,300
31,7,685
31,8,565
31,9,675
31,10,535
31,11,710
31,12,355
31,13,175
31,14,75
31,15,460
31,16,605
31,17,245
31,18,330
31,19,595
31,20,170
31,21,755
31,22,310
31,23,25
31,24,490
31,25,605
31,26,160
31,27,110
31,28,375
31,29,725
31,30,600
31,32,735
31,33,420
31,34,45
31,35,355
31,36,555
31,37,210
31,38,720
31,39,370
31,40,190
31,41,160
31,42,680
31,43,595
31,44,530
31,45,90
31,46,670
31,47,365
31,48,525
31,49,725
31,50,90
31,51,485
31,52,15
31,53,75
31,54,725
31,55,440
31,56,520
31,57,190
31,58,500
31,59,65
31,60,520
31,61,145
31,62,500
31,63,780
31,64,540
31,65,270
31,66,370
31,67,20
31,68,420
31,69,795
31,70,580
32,1,375
32,2,625
32,3,255
32,4,635
32,5,415
32,6,305
32,7,560
32,8,785
32,9,35
32,10,780
32,11,430
32,12,770
32,13,795
32,14,535
32,15,655
32,16,670
32,17,345
32,18,90
32,19,55
32,20,210
32,21,40
32,22,580
32,23,460
32,24,465
32,25,225
32,26,770
32,27,5
32,28,495
32,29,695
32,30,395
32,31,735
32,33,320
32,34,475
32,35,460
32,36,410
32,37,120
32,38,235
32,39,405
32,40,115
32,41,330
32,42,475
32,43,650
32,44,380
32,45,540
32,46,610
32,47,150
32,48,500
32,49,620
32,50,340
32,51,355
32,52,395
32,53,175
32,54,670
32,55,405
32,56,85
32,57,295
32,58,660
32,59,100
32,60,520
32,61,590
32,62,570
32,63,85
32,64,770
32,65,340
32,66,450
32,67,80
32,68,390
32,69,125
32,70,250
33,1,650
33,2,455
33,3,25
33,4,45
33,5,390
33,6,390
33,7,450
33,8,445
33,9,80
33,10,225
33,11,715
33,12,545
33,13,655
33,14,590
33,15,70
33,16,485
33,17,530
33,18,395
33,19,610
33,20,80
33,21,645
33,22,335
33,23,275
33,24,60
33,25,485
33,26,270
33,27,255
33,28,165
33,29,50
33,30,495
33,31,420
33,32,320
33,34,105
33,35,275
33,36,535
33,37,415
33,38,640
33,39,465
33,40,55
33,41,200
33,42,730
33,43,715
33,44,795
33,45,260
33,46,790
33,47,495
33,48,525
33,49,485
33,50,640
33,51,490
33,52,305
33,53,140
33,54,50
33,55,125
33,56,310
33,57,15
33,58,775
33,59,255
33,60,765
33,61,25
33,62,320
33,63,225
33,64,290
33,65,625
33,66,360
33,67,50
33,68,40
33,69,425
33,70,615
34,1,290
34,2,155
34,3,660
34,4,240
34,5,360
34,6,640
34,7,275
34,8,40
34,9,760
34,10,430
34,11,85
34,12,565
34,13,510
34,14,245
34,15,190
34,16,415
34,17,305
34,18,370
34,19,195
34,20,125
34,21,375
34,22,45
34,23,180
34,24,300
34,25,715
34,26,120
34,27,425
34,28,545
34,29,515
34,30,260
34,31,45
34,32,475
34,33,105
34,35,495
34,36,750
34,37,630
34,38,605
34,39,265
34,40,420
34,41,520
34,42,410
34,43,530
34,44,190
34,45,790
34,46,70
34,47,335
34,48,790
34,49,390
34,50,490
34,51,10
34,52,615
34,53,595
34,54,175
34,55,320
